alpha0_multiplier,alpha0_value,term,z_score,log_odds_delta
2.0,18228.0,literate,0.8374846012151307,0.48677633087188
2.0,18228.0,literature,0.8065022761921324,0.11880409751762322
2.0,18228.0,literature providing,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,literature review,0.34092311947633325,0.10164809750013593
2.0,18228.0,literature reviews,-0.45579367099870777,-0.4461857580616684
2.0,18228.0,literature search,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,little,0.7104665074337582,0.26257920001490476
2.0,18228.0,little attention,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,little known,-0.5056637384888334,-0.44619110621491487
2.0,18228.0,live,1.4033950125711325,0.9534921766222251
2.0,18228.0,lived,0.3551603419096576,0.2625253054996488
2.0,18228.0,lived experiences,-0.3792371972776813,-0.446178627393401
2.0,18228.0,lives,2.8245324132865592,0.6952133370301858
2.0,18228.0,living,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,llm,-1.0950522483853717,-0.44629631305453454
2.0,18228.0,llm-based,-0.5212283337565176,-0.446192888961626
2.0,18228.0,llm-generated,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,llms,-1.7529032313153239,-0.4465050928111607
2.0,18228.0,load,0.9479715930008411,0.5689851774023076
2.0,18228.0,local,-0.7151622354725317,-0.4462196319001759
2.0,18228.0,localized,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,located,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,logic,-0.48960485328975367,-0.4461893234826846
2.0,18228.0,logical,-0.3792371972776813,-0.446178627393401
2.0,18228.0,logistic,-0.41926584686358626,-0.44618219269857207
2.0,18228.0,logistic regression,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,logs,-0.3997527027692601,-0.4461804100387461
2.0,18228.0,long,-0.5212283337565176,-0.446192888961626
2.0,18228.0,long-term,-1.0115214693663548,-0.4462766943952783
2.0,18228.0,long-term impacts,-0.3997527027692601,-0.4461804100387461
2.0,18228.0,longitudinal,-0.6924473232971745,-0.4462160659867571
2.0,18228.0,look,-0.45579367099870777,-0.4461857580616684
2.0,18228.0,looked,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,looking,0.15241115068353767,0.10161189366674606
2.0,18228.0,looks,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,loop,0.8656704016509897,0.7929433826436014
2.0,18228.0,los,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,loss,-0.4379106446849765,-0.44618397537288246
2.0,18228.0,low,-0.41240217706154064,-0.14960823890520203
2.0,18228.0,low-income,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,low-resource,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,lower,-0.5947098581653524,-0.2518998357198292
2.0,18228.0,lowest,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,machine,8.403539503427266,1.133553987797348
2.0,18228.0,machine concepts,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,machine deep,1.905943219812084,1.498385489664301
2.0,18228.0,machine natural,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,machine technologies,2.614109883504551,1.837952680716322
2.0,18228.0,machines,-0.23868861183289533,-0.12656820400692403
2.0,18228.0,macro,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,mage,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,main,1.0945745400929072,0.3143404805367247
2.0,18228.0,main themes,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,mainly,-0.6321024029929675,-0.44620715145666523
2.0,18228.0,maintain,0.11913653718668818,0.07800599769811889
2.0,18228.0,maintained,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,maintaining,-0.7690226350521328,-0.44622854693720626
2.0,18228.0,maintenance,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,major,-0.32456556948531756,-0.1223962195221926
2.0,18228.0,major themes,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,majority,-0.7690226350521328,-0.44622854693720626
2.0,18228.0,majors,-0.6321024029929675,-0.44620715145666523
2.0,18228.0,make,1.0397578423413651,0.2733268350110407
2.0,18228.0,make informed,-0.3792371972776813,-0.446178627393401
2.0,18228.0,maker,1.8025113831437618,1.0183996738450904
2.0,18228.0,makers,0.3085195086417394,0.22293430490920585
2.0,18228.0,makes,1.2920605370310698,0.4720892178609297
2.0,18228.0,making,0.888990258627591,0.22774531666710907
2.0,18228.0,malaysia,-0.4379106446849765,-0.44618397537288246
2.0,18228.0,malaysian,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,male,-0.2743820491023914,-0.14229174037956227
2.0,18228.0,male female,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,males,-0.45579367099870777,-0.4461857580616684
2.0,18228.0,manage,0.22523071678640638,0.1560441366620644
2.0,18228.0,managed,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,management,-0.8818436108222104,-0.20587806442256973
2.0,18228.0,managerial,-0.3792371972776813,-0.446178627393401
2.0,18228.0,managers,-0.606286481078922,-0.44620358574601227
2.0,18228.0,managing,0.3085195086417394,0.22293430490920585
2.0,18228.0,mandatory,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,manifested,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,manifests,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,manipulation,-0.473001335868184,-0.44618754076493516
2.0,18228.0,mann-whitney,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,manner,1.3168192102511502,0.6687520969502607
2.0,18228.0,manual,-0.3792371972776813,-0.446178627393401
2.0,18228.0,manuscript,0.8656704016509897,0.7929433826436014
2.0,18228.0,map,1.3832631383384946,0.5921126900216347
2.0,18228.0,mapped,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,mapping,-0.41599386548469647,-0.19729881330476928
2.0,18228.0,maps,0.15241115068353767,0.10161189366674606
2.0,18228.0,march,-0.3792371972776813,-0.446178627393401
2.0,18228.0,marginalized,0.2653750863238078,0.18767113078583364
2.0,18228.0,marked,-0.4379106446849765,-0.44618397537288246
2.0,18228.0,market,-0.6569053360180331,-0.44621071722525407
2.0,18228.0,marketing,-1.0578998400751813,-0.44628739526478256
2.0,18228.0,markets,-0.41926584686358626,-0.44618219269857207
2.0,18228.0,mass,2.3343499380013895,1.498421278445349
2.0,18228.0,massive,0.5232187435461071,0.4176070634021638
2.0,18228.0,master,-0.5653582819806661,-0.44619823728864993
2.0,18228.0,mastering,0.5232187435461071,0.4176070634021638
2.0,18228.0,mastery,-0.5510408888610442,-0.4461964544984962
2.0,18228.0,material,1.2622859601656233,0.633195651509487
2.0,18228.0,materials,0.34092311947633325,0.10164809750013593
2.0,18228.0,math,-0.4379106446849765,-0.44618397537288246
2.0,18228.0,mathematical,0.9479715930008411,0.5689851774023076
2.0,18228.0,mathematics,0.6628748800085278,0.24218995508325136
2.0,18228.0,matrix,0.8656704016509897,0.7929433826436014
2.0,18228.0,matter,1.1465415539371162,0.7272018342095361
2.0,18228.0,matters,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,maximize,-0.6924473232971745,-0.4462160659867571
2.0,18228.0,maximize benefits,-0.48960485328975367,-0.4461893234826846
2.0,18228.0,maximizing,0.3085195086417394,0.22293430490920585
2.0,18228.0,maximizing benefits,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,maximum,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,mean,-0.8759472808863666,-0.4462481612933882
2.0,18228.0,mean score,-0.3792371972776813,-0.446178627393401
2.0,18228.0,meaning,0.2653750863238078,0.18767113078583364
2.0,18228.0,meaningful,0.8162965714356812,0.27110996532024423
2.0,18228.0,meaningful engagement,0.992316594679032,0.9534599543911053
2.0,18228.0,meaningfully,0.4615958524677643,0.3585086473686854
2.0,18228.0,means,1.0795876282209487,0.43392313548420347
2.0,18228.0,measurable,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,measure,2.44914376025302,0.7931565135807226
2.0,18228.0,measured,0.4052644049932316,0.2048241219576994
2.0,18228.0,measurement,-0.34074404601398967,-0.16948835529270667
2.0,18228.0,measurement tool,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,measurements,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,measures,-0.606112927596818,-0.2548954653560642
2.0,18228.0,measuring,-0.11862498114828353,-0.06770915783353715
2.0,18228.0,mechanics,0.4615958524677643,0.3585086473686854
2.0,18228.0,mechanism,0.468657231702718,0.24215580576168527
2.0,18228.0,mechanisms,-0.7712873003568782,-0.2927410531577337
2.0,18228.0,mechanisms underlying,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,media,2.116892804915284,0.3939480634057251
2.0,18228.0,media industry,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,mediate,-0.3997527027692601,-0.4461804100387461
2.0,18228.0,mediate relationship,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,mediated,-0.1611193500250687,-0.08962145346757922
2.0,18228.0,mediated relationship,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,mediates,-0.5056637384888334,-0.44619110621491487
2.0,18228.0,mediates relationship,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,mediating,-1.1794639298508964,-0.4463177172281574
2.0,18228.0,mediating relationship,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,mediating roles,-0.5363416735941754,-0.446194671722818
2.0,18228.0,mediation,-1.0426691322792436,-0.4462838282503192
2.0,18228.0,mediator,-0.48960485328975367,-0.4461893234826846
2.0,18228.0,mediators,-0.48960485328975367,-0.4461893234826846
2.0,18228.0,medical,0.9303017770943174,0.14693814919890347
2.0,18228.0,medical curricula,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,medical imaging,1.0257578494380097,0.4868014261560756
2.0,18228.0,medical practice,0.8656704016509897,0.7929433826436014
2.0,18228.0,medical school,0.670285480421892,0.5689583022948312
2.0,18228.0,medicine,0.03465483055502821,0.012392146932718617
2.0,18228.0,medium,0.405920766104617,0.30733066771421136
2.0,18228.0,medline,-0.48960485328975367,-0.4461893234826846
2.0,18228.0,medline pubmed,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,meet,-0.77934866255305,-0.4462303299880652
2.0,18228.0,meet needs,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,meeting,1.3094600440815498,0.8676683078628322
2.0,18228.0,meets,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,member,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,members,-0.8386422668668558,-0.4462410285974254
2.0,18228.0,membership,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,men,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,mental,-1.1238923050714502,-0.44630344754719076
2.0,18228.0,mental health,-0.7585562234599491,-0.4462267639008317
2.0,18228.0,mentioned,-0.3997527027692601,-0.4461804100387461
2.0,18228.0,mentors,1.756483841346461,1.3167555556840291
2.0,18228.0,mentorship,-0.5653582819806661,-0.44619823728864993
2.0,18228.0,mere,-0.45579367099870777,-0.4461857580616684
2.0,18228.0,merely,1.0751323049723993,0.6687234368775297
2.0,18228.0,messages,-0.4379106446849765,-0.44618397537288246
2.0,18228.0,met,0.7872955664637771,0.45078489404808053
2.0,18228.0,met inclusion,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,meta-analyses,-0.5056637384888334,-0.44619110621491487
2.0,18228.0,meta-analyses prisma,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,meta-analysis,-0.3792371972776813,-0.446178627393401
2.0,18228.0,metacognition,1.3743201632495425,0.7069956481602748
2.0,18228.0,metacognitive,-0.9376717743009402,-0.4462606440690813
2.0,18228.0,metacognitive strategies,-0.3997527027692601,-0.4461804100387461
2.0,18228.0,metadata,-0.45579367099870777,-0.4461857580616684
2.0,18228.0,metaphor,-0.45579367099870777,-0.4461857580616684
2.0,18228.0,metaphors,-0.7262535852257405,-0.44622141487861633
2.0,18228.0,methodological,-0.41599386548469647,-0.19729881330476928
2.0,18228.0,methodologies,-0.954575749605649,-0.4462642107068131
2.0,18228.0,methodology,-0.5903962572260845,-0.1695487364930255
2.0,18228.0,methodology employed,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,methodology employs,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,metrics,-0.48960485328975367,-0.4461893234826846
2.0,18228.0,micro,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,microsoft,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,middle,1.8697958662900847,0.4130141646636165
2.0,18228.0,middle east,-0.41926584686358626,-0.44618219269857207
2.0,18228.0,middle high,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,middle school,1.899891627061835,0.46699183501617636
2.0,18228.0,midjourney,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,min,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,mind,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,mindset,-0.11862498114828353,-0.06770915783353715
2.0,18228.0,mindsets,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,minimal,-0.473001335868184,-0.44618754076493516
2.0,18228.0,minimize,-0.3997527027692601,-0.4461804100387461
2.0,18228.0,mining,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,ministry,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,minority,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,misalignment,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,misconceptions,0.4359937668101652,0.17678202083351913
2.0,18228.0,misconduct,-0.4379106446849765,-0.44618397537288246
2.0,18228.0,misinformation,1.1414548738256376,0.40515390629016856
2.0,18228.0,misleading,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,missing,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,mission,0.405920766104617,0.30733066771421136
2.0,18228.0,misunderstandings,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,misuse,-0.5653582819806661,-0.44619823728864993
2.0,18228.0,mitigate,-0.77934866255305,-0.4462303299880652
2.0,18228.0,mitigate risks,-0.3792371972776813,-0.446178627393401
2.0,18228.0,mitigates,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,mitigating,-0.7151622354725317,-0.4462196319001759
2.0,18228.0,mitigating risks,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,mitigation,-0.3792371972776813,-0.446178627393401
2.0,18228.0,mixed,-0.8850282337911659,-0.44624994450359345
2.0,18228.0,mixed design,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,mixed-method,-0.619328866411431,-0.4462053685941001
2.0,18228.0,mixed-methods,-1.212907355960704,-0.44632663624981195
2.0,18228.0,mixed-methods combining,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,mixed-methods design,-0.3997527027692601,-0.4461804100387461
2.0,18228.0,mobile,3.593394201741327,1.7385141581527304
2.0,18228.0,modalities,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,mode,1.0091824773485356,0.6163036703222424
2.0,18228.0,modeling,-0.5048197508688915,-0.13271550113140762
2.0,18228.0,modeling pls-sem,-0.5929575068844598,-0.44620180291240885
2.0,18228.0,modeling revealed,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,modeling sem,-0.6569053360180331,-0.44621071722525407
2.0,18228.0,modelling,3.6897340398597525,1.1991339135940837
2.0,18228.0,modelling sem,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,moderate,-1.0503120334839413,-0.4462856117503051
2.0,18228.0,moderate positive,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,moderated,-0.5793221627562171,-0.44620002009328985
2.0,18228.0,moderately,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,moderates,-0.473001335868184,-0.44618754076493516
2.0,18228.0,moderates relationship,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,moderating,-0.7585562234599491,-0.4462267639008317
2.0,18228.0,moderation,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,modern,0.9233580315325487,0.35857323798729723
2.0,18228.0,modes,0.5921605140301063,0.48675123822582833
2.0,18228.0,modest,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,modifications,0.992316594679032,0.9534599543911053
2.0,18228.0,modified,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,modifying,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,modular,-0.5653582819806661,-0.44619823728864993
2.0,18228.0,module,-0.22788856676233976,-0.08963380254795084
2.0,18228.0,modules,0.24012965277573256,0.11426162374559645
2.0,18228.0,moment,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,monitor,0.5232187435461071,0.4176070634021638
2.0,18228.0,monitoring,-0.644623073152656,-0.4462089343337201
2.0,18228.0,months,-0.4379106446849765,-0.44618397537288246
2.0,18228.0,moral,-0.5363416735941754,-0.446194671722818
2.0,18228.0,moroccan,-0.4379106446849765,-0.44618397537288246
2.0,18228.0,morocco,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,motivate,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,motivated,1.7188589334074047,0.9535244011938939
2.0,18228.0,motivating,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,motivation,-1.1765946349098118,-0.3528314761307474
2.0,18228.0,motivation self-efficacy,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,motivational,-0.48960485328975367,-0.4461893234826846
2.0,18228.0,motivations,-0.5363416735941754,-0.446194671722818
2.0,18228.0,moving,0.15241115068353767,0.10161189366674606
2.0,18228.0,multicultural,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,multidimensional,-0.5056637384888334,-0.44619110621491487
2.0,18228.0,multidisciplinary,0.7872955664637771,0.45078489404808053
2.0,18228.0,multifaceted,-0.703896321586981,-0.4462178489362252
2.0,18228.0,multigroup,0.992316594679032,0.9534599543911053
2.0,18228.0,multilingual,-0.6321024029929675,-0.44620715145666523
2.0,18228.0,multimedia,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,multimodal,-1.0035838345796577,-0.44627491096774285
2.0,18228.0,multiple,-0.08586845706613037,-0.02563729309716667
2.0,18228.0,multiple sources,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,multiple-choice,0.4615958524677643,0.3585086473686854
2.0,18228.0,multiple-choice questions,0.992316594679032,0.9534599543911053
2.0,18228.0,museum,0.670285480421892,0.5689583022948312
2.0,18228.0,music,-0.5653582819806661,-0.44619823728864993
2.0,18228.0,named,0.670285480421892,0.5689583022948312
2.0,18228.0,narrative,0.021852839096805927,0.009545556878281403
2.0,18228.0,narrative review,-0.3792371972776813,-0.446178627393401
2.0,18228.0,narrative-based,-0.3792371972776813,-0.446178627393401
2.0,18228.0,narratives,-0.29156397037378295,-0.14958340499023848
2.0,18228.0,narrow,-0.3792371972776813,-0.446178627393401
2.0,18228.0,narrowly,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,nascent,0.5921605140301063,0.48675123822582833
2.0,18228.0,nation,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,national,1.0153533850080503,0.28753687474752265
2.0,18228.0,national international,-0.3792371972776813,-0.446178627393401
2.0,18228.0,national library,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,national strategies,0.76020076442069,0.6686947793520712
2.0,18228.0,nations,0.3085195086417394,0.22293430490920585
2.0,18228.0,nationwide,0.8656704016509897,0.7929433826436014
2.0,18228.0,native,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,natural,0.6397973857209565,0.23244538805964154
2.0,18228.0,natural language,1.0795876282209487,0.43392313548420347
2.0,18228.0,nature,-0.5947098581653524,-0.2518998357198292
2.0,18228.0,navigate,-0.991978324962888,-0.3300803334181941
2.0,18228.0,navigate ai-driven,-0.3792371972776813,-0.446178627393401
2.0,18228.0,navigate complexities,-0.4379106446849765,-0.44618397537288246
2.0,18228.0,navigate evolving,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,navigating,-1.080344258830274,-0.4462927458951613
2.0,18228.0,near,2.762994002839496,2.0826718692911648
2.0,18228.0,near future,2.8961751154632975,2.4269387401984126
2.0,18228.0,nearly,-0.41926584686358626,-0.44618219269857207
2.0,18228.0,necessary,1.640662742318359,0.3898679860499046
2.0,18228.0,necessary navigate,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,necessitate,-0.3997527027692601,-0.4461804100387461
2.0,18228.0,necessitates,-0.7262535852257405,-0.44622141487861633
2.0,18228.0,necessitating,-0.5363416735941754,-0.446194671722818
2.0,18228.0,necessity,-0.7900397841345705,-0.29644406792443334
2.0,18228.0,need,0.793711488004402,0.08355963157554847
2.0,18228.0,need address,0.8656704016509897,0.7929433826436014
2.0,18228.0,need assess,0.992316594679032,0.9534599543911053
2.0,18228.0,need balanced,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,need clear,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,need comprehensive,-0.5212283337565176,-0.446192888961626
2.0,18228.0,need critical,-0.3792371972776813,-0.446178627393401
2.0,18228.0,need cultivate,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,need develop,-0.5056637384888334,-0.44619110621491487
2.0,18228.0,need educators,0.8656704016509897,0.7929433826436014
2.0,18228.0,need effective,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,need enhance,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,need equip,0.76020076442069,0.6686947793520712
2.0,18228.0,need ethical,-0.3792371972776813,-0.446178627393401
2.0,18228.0,need foster,0.76020076442069,0.6686947793520712
2.0,18228.0,need inclusive,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,need institutional,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,need integrate,-0.3792371972776813,-0.446178627393401
2.0,18228.0,need know,0.992316594679032,0.9534599543911053
2.0,18228.0,need new,0.992316594679032,0.9534599543911053
2.0,18228.0,need prepare,2.074472009374142,1.738367427482702
2.0,18228.0,need professional,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,need programs,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,need promote,0.992316594679032,0.9534599543911053
2.0,18228.0,need robust,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,need satisfaction,0.8656704016509897,0.7929433826436014
2.0,18228.0,need structured,-0.5056637384888334,-0.44619110621491487
2.0,18228.0,need support,0.8656704016509897,0.7929433826436014
2.0,18228.0,need tailored,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,need targeted,-0.5793221627562171,-0.44620002009328985
2.0,18228.0,need training,0.5232187435461071,0.4176070634021638
2.0,18228.0,need understand,0.670285480421892,0.5689583022948312
2.0,18228.0,need upskilling,0.992316594679032,0.9534599543911053
2.0,18228.0,needed,0.8859237523481206,0.2450793806910383
2.0,18228.0,needed navigate,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,needs,0.303900782379875,0.05645148805606848
2.0,18228.0,needs faculty,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,negative,-0.9287942584800314,-0.3206797747014418
2.0,18228.0,negative attitudes,-0.4379106446849765,-0.44618397537288246
2.0,18228.0,negative impacts,-0.41926584686358626,-0.44618219269857207
2.0,18228.0,negatively,-0.668962323317765,-0.4462125001312689
2.0,18228.0,negotiating,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,negotiation,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,network,-0.13617666587372249,-0.05570513985237824
2.0,18228.0,networks,-0.22011990946931598,-0.11807475497353614
2.0,18228.0,neural,-0.606286481078922,-0.44620358574601227
2.0,18228.0,neural networks,-0.5056637384888334,-0.44619110621491487
2.0,18228.0,neutral,-0.5363416735941754,-0.446194671722818
2.0,18228.0,new,1.430137170892635,0.19555669442190382
2.0,18228.0,new approaches,0.670285480421892,0.5689583022948312
2.0,18228.0,new challenges,-0.473001335868184,-0.44618754076493516
2.0,18228.0,new era,0.405920766104617,0.30733066771421136
2.0,18228.0,new forms,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,new insights,0.4615958524677643,0.3585086473686854
2.0,18228.0,new opportunities,0.1876854159963012,0.12750480499672
2.0,18228.0,new paradigm,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,new perspective,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,new strategies,0.992316594679032,0.9534599543911053
2.0,18228.0,new technologies,2.0991824847349494,0.8839536147699736
2.0,18228.0,new technology,-0.3792371972776813,-0.446178627393401
2.0,18228.0,new tools,-0.3997527027692601,-0.4461804100387461
2.0,18228.0,newly,2.6955395134107563,1.4984570692445995
2.0,18228.0,news,-0.4844639918391369,-0.22001108251618007
2.0,18228.0,newsrooms,-0.473001335868184,-0.44618754076493516
2.0,18228.0,nigeria,-0.41926584686358626,-0.44618219269857207
2.0,18228.0,nigerian,0.1876854159963012,0.12750480499672
2.0,18228.0,nlp,-0.5653582819806661,-0.44619823728864993
2.0,18228.0,non-expert,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,non-experts,2.2977166686861006,1.1723759858061609
2.0,18228.0,non-human,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,non-stem,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,non-technical,0.405920766104617,0.30733066771421136
2.0,18228.0,nonetheless,-0.3792371972776813,-0.446178627393401
2.0,18228.0,norm,-0.3792371972776813,-0.446178627393401
2.0,18228.0,normative,-0.5363416735941754,-0.446194671722818
2.0,18228.0,norms,0.7664114113970311,0.3406972658440921
2.0,18228.0,north,-0.3792371972776813,-0.446178627393401
2.0,18228.0,northern,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,notable,-0.7690226350521328,-0.44622854693720626
2.0,18228.0,notably,-0.4577925532767211,-0.2114443673922004
2.0,18228.0,note,1.4033950125711325,0.9534921766222251
2.0,18228.0,noted,-0.5793221627562171,-0.44620002009328985
2.0,18228.0,notes,0.22523071678640638,0.1560441366620644
2.0,18228.0,notes known,0.5232187435461071,0.4176070634021638
2.0,18228.0,notion,-0.45579367099870777,-0.4461857580616684
2.0,18228.0,notions,0.670285480421892,0.5689583022948312
2.0,18228.0,novel,-0.07342473464409793,-0.02200227949533229
2.0,18228.0,novelty,-0.3997527027692601,-0.4461804100387461
2.0,18228.0,november,-0.473001335868184,-0.44618754076493516
2.0,18228.0,novice,-0.6321024029929675,-0.44620715145666523
2.0,18228.0,novices,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,nuanced,0.4128224424034332,0.16624522459635038
2.0,18228.0,nuanced understanding,0.3551603419096576,0.2625253054996488
2.0,18228.0,nuances,-0.3792371972776813,-0.446178627393401
2.0,18228.0,number,-0.4577925532767211,-0.2114443673922004
2.0,18228.0,numbers,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,numerous,0.5023069385708337,0.262543267865599
2.0,18228.0,nurse,-0.8290541561980938,-0.4462392454596529
2.0,18228.0,nurses,-1.0349699158945513,-0.446282044764823
2.0,18228.0,nursing,-2.1736881087865227,-0.446689054796356
2.0,18228.0,nursing background,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,nursing curricula,-0.3344530981224528,-0.44617506214614977
2.0,18228.0,nursing practice,-0.668962323317765,-0.4462125001312689
2.0,18228.0,nursing profession,-0.3096421635556053,-0.4461732795442437
2.0,18228.0,nurture,1.6246367785885665,1.172307970187065
2.0,18228.0,nurturing,-0.6569053360180331,-0.44621071722525407
2.0,18228.0,nvivo,-0.4379106446849765,-0.44618397537288246
2.0,18228.0,objective,0.16007370800327786,0.05128382283971167
2.0,18228.0,objective assess,-0.2826622002375426,-0.44617149695681313
2.0,18228.0,objectives,-0.40032437778575264,-0.14600609516637597
2.0,18228.0,objects,1.3094600440815498,0.8676683078628322
2.0,18228.0,obligations,-0.35754682997434495,-0.44617684476253316
2.0,18228.0,observation,-0.48960485328975367,-0.4461893234826846
2.0,18228.0,observational,0.992316594679032,0.9534599543911053
2.0,18228.0,observations,0.02921344303643065,0.018189266545352467
2.0,18228.0,observe,0.8656704016509897,0.7929433826436014
